01747     00003-0874-60  N0005880000000360
01747     59772-0229-30  N0001094400000360
01747     59772-0229-50  N0003720000000360
01747     59772-0230-30  N0001200000000360
01747     59772-0230-70  N0004560000000360
01747     00015-0539-41  N0004866000000360
01747     00015-0548-41  N0009000000000180
01747     00015-0546-41  N0005598000000216
01747     00015-0549-41  N0020736000000144
01747     00015-0547-41  N0010656000000180
01747     00087-0796-41  N0048962400000024
01747     00015-6048-11  N0001344000000360
01747     00003-5850-02  N0001740000000120
01747     00003-5250-04  N0003840000000180
01747     00003-5250-02  N0000492000000240
01747     00003-5250-03  N0002100000000120
01747     00003-5550-04  N0006840000000120
01747     00003-5550-02  N0000750000000144
01747     00003-5550-03  N0003720000000240
01747     00003-5770-02  N0001080000000180
01747     00003-5770-03  N0005100000000120
01747     00087-0756-01  N0006856800002400
01747     59772-0025-30  N0000984000000096
01747     59772-0026-30  N0001248000000360
01747     59772-0026-40  N0004980000000096
01747     59772-0027-30  N0002160000000096
01747     59772-0027-40  N0011700000000096
01747     00003-0437-30  N0000598800002400
01747     62269-0320-29  N0005280000000144
01747     62269-0320-60  N0000720000000144
01747     00015-0292-24  N0000822000000360
01747     00015-0292-29  N0003120000000360
01747     00003-0830-50  N0007320000002400
01747     00015-0250-24  N0005479200000288
01747     00015-0250-29  N0024780000000288
01747     62269-0246-24  N0000558000000096
01747     62269-0246-30  N0005400000000096
01747     62269-0247-24  N0000684000000096
01747     62269-0247-30  N0006960000000096
01747     00087-0761-01  N0003603600000576
01747     00015-3503-20  N0002520000000036
01747     00015-3502-20  N0001890000000278
01747     00003-0923-28  N0004260000002400
01747     00003-0293-05  N0000560400007200
01747     00003-0293-20  N0002820000002400
01747     00015-0595-01  N0002880000000060
01747     00015-0596-41  N0005400000000600
01747     00015-0596-46  N0015600000000048
01747     00015-0596-45  N0030000000000048
01747     06226-9263-24  N0000960000000360
01747     00015-0263-29  N0004860000000288
01747     05977-2369-35  N0005520000000360
01747     06226-9369-32  N0000630000000360
01747     05977-2369-22  N0000510000000360
01747     59772-3692-05  N0003720000000360
01747     00087-0572-01  N0001062000000360
01747     00087-0572-02  N0002460000000360
01747     00087-0572-03  N0002850000000360
01747     00087-0570-03  N0001110000000360
01747     00087-0570-09  N0003120000000360
01747     00087-0570-07  N0003120000000360
01747     00015-3002-20  N0021600000000010
01747     00015-3059-20  N0057882000000288
01747     00015-3001-20  N0009000000000288
01747     59772-2464-03  N0076680000000144
01747     05977-2246-41  N0007800000000096
01747     05977-2246-51  N0009000000000096
01747     05977-2246-11  N0001200000000180
01747     05977-2246-23  N0029400000000048
01747     05977-2246-21  N0001800000000180
01747     05977-2246-33  N0036000000000024
01747     05977-2246-31  N0002400000000180
01747     00015-7101-28  N0011400000001200
01747     00015-7225-18  N0001890000001200
01747     00015-7195-28  N0001920000001200
01747     00015-7225-20  N0001320000001200
01747     00015-7226-18  N0004200000001200
01747     00015-7196-28  N0004200000001200
01747     00015-7226-20  N0002034000001200
01747     00015-7224-20  N0001050000001200
01747     00015-7103-28  N0016800000000288
01747     00015-7981-89  N0001920000000600
01747     00015-7981-28  N0001920000000600
01747     00015-7981-99  N0001920000000600
01747     00015-7970-28  N0003000000000144
01747     00015-7970-18  N0003600000000600
01747     00015-7970-20  N0002760000000600
01747     00015-7979-20  N0001140000000600
01747     00003-0969-61  N0000190800000360
01747     00003-0972-52  N0000168000000360
01747     00003-0972-61  N0000283200000360
01747     62269-0276-24  N0004620000000360
01747     06226-9275-24  N0001530000000360
01747     00003-0569-15  N0009000000000480
01747     00015-3352-22  N0007350000000144
01747     00015-3353-22  N0013440000000144
01747     00003-2725-30  N0003960000000200
01747     00003-2725-10  N0006960000000500
01747     62269-0281-24  N0002880000000288
01747     00003-1737-40  N0000130800000360
01747     00003-1737-45  N0000158400000360
01747     00003-1738-40  N0000180000000720
01747     00003-1738-45  N0000214800000720
01747     00003-1738-30  N0000172800000720
01747     00003-0101-50  N0000960000000720
01747     00003-0101-60  N0002160000000720
01747     00015-0109-55  N0000900000000720
01747     00003-0109-60  N0003240000000720
01747     00003-0950-15  N0005640000000048
01747     00003-0115-50  N0000266400000360
01747     00003-0115-75  N0002073600000360
01747     00003-0116-50  N0000476400000360
01747     00003-0116-75  N0003720000000360
01747     00015-3095-20  N0001770000000288
01747     00015-3084-20  N0002400000000288
01747     00015-3062-20  N0016200000000288
01747     00015-3061-20  N0008280000000288
01747     59772-0387-07  N0006853200000144
01747     59772-0352-07  N0004128000000144
01747     59772-0364-07  N0004442400000144
01747     59772-0363-07  N0004308000000144
01747     59772-0369-07  N0004473600000144
01747     59772-0377-07  N0004504800000144
01747     59772-0386-07  N0006608400000144
01747     79649-9240-30  N0000456000000288
01747     61772-0600-81  N0013800000000150
01747     61772-0590-51  N0007440000000150
01747     61772-0590-81  N0011520000000150
01747     58768-0610-10  N0004648800000012
01747     00086-0062-10  N0005836800000024
01747     00066-0069-60  N0008632800000156
01747     00066-0071-31  N0004984800000204
01747     00066-0028-25  N0003595200000180
01747     49502-0182-00  N0005040000000600
01747     49502-0697-03  N0000781200002400
01747     49502-0697-33  N0001040400002400
01747     49502-0697-60  N0001874400002400
01747     49502-0303-17  N0000344400004800
01747     49502-0303-27  N0000348000000600
01747     49502-0689-12  N0004100400000600
01747     49502-0689-02  N0002048400000600
01747     49502-0685-03  N0001790400002400
01747     49502-0685-60  N0004392000002400
01747     49502-0678-03  N0000848400002400
01747     49502-0676-03  N0000848400002400
01747     49502-0820-03  N0001360800000600
01747     49502-0820-05  N0001360800000600
01747     49502-0830-03  N0000964800002400
01747     49502-0830-05  N0000964800002400
01747     49502-0641-15  N0004228800000600
01747     49502-0640-15  N0004228800000600
01747     49502-0830-15  N0000739200000600
01747     49502-0431-01  N0000382800000600
01747     49502-0432-01  N0000600000000600
01747     49502-0432-05  N0002674800000600
01747     49502-0433-10  N0005884800000600
01747     49502-0433-01  N0000795600000600
01747     49502-0433-05  N0003253200000600
01747     49502-0810-05  N0001374000000600
01747     51285-0601-05  N0006000000000144
01747     51285-0601-02  N0000720000000144
01747     51285-0602-02  N0001332000000144
01747     51285-0602-04  N0006228000000144
01747     51285-0364-02  N0002341200000600
01747     51285-0293-02  N0002520000000600
01747     51285-0501-02  N0000624000000720
01747     51285-0502-02  N0000990000000720
01747     51285-0504-02  N0001224000000720
01747     51285-0875-02  N0001800000000420
01747     51285-0876-02  N0002160000000420
01747     51285-0417-02  N0001224000000720
01747     51285-0420-02  N0001344000000720
01747     51285-0301-02  N0001896000000720
01747     51285-0301-21  N0000420000000960
01747     51285-0585-02  N0000600000000600
01747     51285-0401-02  N0002160000000144
01747     51285-0717-57  N0001080000000144
01747     51285-0825-02  N0000852000000720
01747     00056-0174-75  N0008270400001576
01747     00056-0188-75  N0005719200000710
01747     00056-0168-75  N0005734800001276
01747     00056-0189-75  N0007705200000600
01747     00056-0173-75  N0007972800001000
01747     00590-0433-10  N0001944000000070
01747     61703-0217-01  N0004800000000288
01747     61703-0203-31  N0010800000000288
01747     61703-0203-04  N0001440000000288
01747     61703-0204-31  N0010200000000288
01747     61703-0204-04  N0001800000000288
01747     61703-0311-21  N0036000000000288
01747     61703-0311-43  N0072000000000288
01747     61703-0401-23  N0007200000000288
01747     61703-0401-51  N0036000000000288
01747     61703-0202-07  N0048000000000288
01747     61703-0208-02  N0060000000000288
01747     61703-0202-04  N0096000000000288
01747     61703-0201-07  N0030000000000288
01747     61703-0313-32  N0024000000000288
01747     61703-0312-53  N0016800000000288
01747     61703-0304-25  N0005400000000288
01747     61703-0303-50  N0010800000000288
01747     61703-0305-09  N0005400000000288
01747     61703-0402-32  N0010200000000288
01747     61703-0402-42  N0004200000000288
01747     61703-0210-11  N0007200000000288
01747     61703-0210-21  N0004800000000288
01747     61703-0210-07  N0002137200000288
01747     61703-0210-31  N0007200000000288
01747     61703-0306-05  N0036000000000288
01747     61703-0406-28  N0003600000000288
01747     61703-0310-18  N0003600000000288
01747     61703-0309-06  N0003180000000288
01747     61703-0309-16  N0003420000000288
01747     55566-1501-01  N0002240400003000
01747     00703-3524-01  N0000288000000600
01747     00703-5043-03  N0015600000000144
01747     00703-5040-01  N0028560000000144
01747     00703-5046-01  N0008136000000144
01747     00703-5646-01  N0018240000000144
01747     00703-5643-01  N0003780000000288
01747     00703-5324-03  N0005040000000288
01747     00703-5140-01  N0000534000000288
01747     00703-5408-01  N0000576000000288
01747     00703-5375-04  N0003000000000288
01747     00703-4502-04  N0001440000000480
01747     00703-2711-03  N0001560000000288
01747     00703-2714-03  N0001608000000288
01747     00703-2704-03  N0001620000000240
01747     00703-1802-01  N0000288000001400
01747     00703-2804-03  N0004560000000288
01747     00703-2812-04  N0003840000000288
01747     00703-5338-03  N0002700000000288
01747     00703-9402-04  N0010560000000144
01747     00703-9416-01  N0006000000000240
01747     59762-3719-04  N0002082000000096
01747     59762-3719-01  N0000231600000288
01747     59762-3719-03  N0001098000000144
01747     59762-3720-04  N0002598000000096
01747     59762-3720-03  N0001370400000144
01747     59762-3721-04  N0002776800000096
01747     59762-3721-01  N0000360000000288
01747     59762-3721-03  N0001710000000144
01747     59762-3722-01  N0000840000000288
01747     59762-3328-01  N0003600000001200
01747     59762-3725-01  N0000421200000288
01747     59762-3726-03  N0000682800000288
01747     59762-3327-02  N0002354400000288
01747     59762-3327-01  N0000477600000864
01747     59762-3781-01  N0001165200000288
01747     59762-3782-03  N0020752800000144
01747     59762-3782-01  N0001461600000288
01747     59762-3783-03  N0046136400000096
01747     59762-3783-01  N0005258400000288
01747     00713-0118-12  N0000316800000144
01747     00713-0164-12  N0000332400000144
01747     00713-0165-12  N0000333600000144
01747     00713-0109-12  N0000158400000288
01747     00713-0101-02  N0000332400000144
01747     00713-0101-13  N0000104400000288
01747     00713-0107-09  N0000404400000288
01747     00713-0108-09  N0000432000000288
01747     00088-1206-32  N0010440000000960
01747     00014-0007-01  N0014766000002500
01747     58406-0623-07  N0002040000000480
01747     58406-0671-05  N0002988000001200
01747     58406-0681-17  N0000864000004500
01747     58406-0683-15  N0000378000002400
01747     58406-0681-14  N0000384000004800
01747     58406-0683-16  N0000876000001200
01747     58406-0683-12  N0000840000001200
01747     00689-1130-01  N0001183200000012
01747     00904-0571-60  N0000810000000110
01747     00904-3916-60  N0002022000000110
01747     00904-3916-40  N0009120000000110
01747     00904-5288-60  N0001866000000110
01747     00904-3440-40  N0002544000000110
01747     00904-7631-60  N0003108000000110
01747     00904-7632-60  N0003342000000110
01747     00904-7632-40  N0014784000000110
01747     00904-7631-40  N0012678000000110
01747     00904-1201-16  N0001116000000110
01747     00904-1300-16  N0000930000000110
01747     00904-0091-60  N0000480000000110
01747     00904-0090-60  N0000438000000110
01747     00904-3902-60  N0000324000000110
01747     00904-3902-40  N0000906000000110
01747     00904-3901-80  N0001476000000110
01747     00904-1891-60  N0005484000000110
01747     00904-1892-60  N0008334000000110
01747     00904-3816-80  N0000930000000110
01747     00904-1015-16  N0000468000000110
01747     00904-0614-60  N0000966000000110
01747     00904-7701-60  N0001554000000110
01747     00904-2810-60  N0004158000000110
01747     00904-2811-40  N0021720000000110
01747     00904-7775-16  N0000822000000110
01747     00904-5065-16  N0000720000000110
01747     00904-7727-14  N0000343200000300
01747     00904-4213-60  N0000315600000300
01747     00904-2273-60  N0000348000000300
01747     00901-0201-61  N0001274400000300
01747     00904-3996-60  N0008754000000300
01747     00904-3997-46  N0004200000000300
01747     00904-3994-60  N0003600000000300
01747     00904-3994-61  N0004501200000300
01747     00904-3995-60  N0004800000000300
